GMDNR,GMDNAME_x,Stimmberechtigte,Abgegebene Stimmen,Beteiligung in %,Gültige Stimmzettel,Ja,Nein,Ja in %,GMDNAME_y,BZNR,KTNR,geometry
407,Heimiswil,1310,418,31.91,416,276,140,66.35,Heimiswil,245,2,"MULTIPOLYGON (((2621412 1214177, 2620678 1214048, 2620650 1215068, 2621133 1215633, 2621325 1215520, 2621626 1214574, 2621412 1214177)), ((2618555 1214925, 2618625 1214485, 2619456 1214579, 2619466 1213885, 2619913 1213485, 2620058 1213575, 2620530 1213315, 2620465 1212933, 2620035 1212645, 2619375 1211405, 2619351 1210974, 2618523 1211100, 2618168 1210520, 2618530 1210205, 2618123 1209908, 2618275 1209630, 2617528 1209635, 2616605 1209038, 2616485 1208665, 2615752 1208462, 2615538 1208740, 2615203 1209310, 2615698 1209968, 2615366 1210144, 2615640 1211238, 2615393 1211463, 2616410 1213128, 2616102 1213051, 2615725 1213555, 2615578 1213248, 2615453 1213390, 2615650 1213733, 2615485 1213928, 2615558 1214200, 2615820 1214493, 2615628 1214653, 2616170 1215053, 2616410 1215560, 2617205 1215705, 2618235 1215305, 2618555 1214925)))"
408,"Hellsau (Gemeinsame Urne, Standort: Höchstetten                )",...,...,...,...,...,...,...,Hellsau,245,2,"POLYGON ((2615642 1222032, 2616185 1222275, 2616707 1221772, 2616212 1221482, 2616230 1221115, 2616447 1220912, 2616015 1220600, 2615609 1220690, 2615330 1220947, 2615237 1221773, 2615642 1222032))"
409,Hindelbank,2031,648,31.91,646,453,193,70.12,Hindelbank,245,2,"POLYGON ((2608696 1211844, 2609347 1211494, 2610050 1211595, 2610421 1211024, 2610554 1211196, 2611016 1211199, 2610828 1211131, 2610940 1210738, 2610615 1210463, 2610768 1209859, 2610525 1209451, 2610689 1209288, 2610466 1209153, 2610015 1209315, 2609983 1210010, 2609635 1209770, 2609630 1209535, 2609250 1209268, 2608993 1209402, 2608948 1209186, 2608484 1209401, 2608381 1209121, 2607918 1209010, 2607628 1208470, 2607900 1208193, 2607715 1207983, 2607487 1207871, 2606974 1208597, 2606840 1209139, 2606494 1209150, 2606532 1209584, 2607059 1211067, 2606886 1211209, 2607478 1211593, 2607593 1211432, 2608268 1211849, 2608696 1211844))"
410,Höchstetten,380,118,31.05,114,67,47,58.77,Höchstetten,245,2,"POLYGON ((2614115 1220292, 2614016 1220499, 2614240 1220847, 2614092 1221220, 2614095.1363000013 1222354.6075000018, 2613911 1222464, 2614625 1222557, 2614942 1222375, 2615280 1222545, 2615642 1222032, 2615237 1221773, 2615330 1220947, 2615609 1220690, 2615410 1220341, 2614687 1220547, 2614115 1220292))"
411,Kernenried,431,163,37.82,163,108,55,66.26,Kernenried,245,2,"POLYGON ((2607478 1211593, 2607720 1211907, 2607430 1212225, 2607897 1213549, 2608340 1213604, 2608534 1214342, 2609172 1213549, 2609759 1213349, 2608696 1211844, 2608268 1211849, 2607593 1211432, 2607478 1211593))"
412,Kirchberg (BE),4266,1580,37.04,1571,1084,487,69,Kirchberg (BE),245,2,"POLYGON ((2614941 1214984, 2615083 1214348, 2614777 1213910, 2614549 1213956, 2614845 1213460, 2614315 1212736, 2614138 1212909, 2614028 1212698, 2612643 1213528, 2612473 1213285, 2611895 1213588, 2611094 1214518, 2609418 1216146, 2609306 1216375, 2610025 1216707, 2609854 1216937, 2610363 1217154, 2610409 1216746, 2611842 1214926, 2613190 1215067, 2613173 1215228, 2613676 1214938, 2614093 1214932, 2614852 1215336, 2614725 1215878, 2614935 1216388, 2615168 1216405, 2615373 1216025, 2614905 1215550, 2614941 1214984))"
413,Koppigen,1657,535,32.29,526,374,152,71.1,Koppigen,245,2,"POLYGON ((2612601 1222432, 2612785 1221615, 2612650 1221552, 2612845 1221420, 2612637 1221242, 2612925 1221277, 2613115 1221042, 2612950 1220690, 2613612 1220737, 2613607 1221325, 2614092 1221220, 2614240 1220847, 2614016 1220499, 2614115 1220292, 2613682 1219671, 2613903 1219519, 2613700 1219232, 2613330 1219290, 2613237 1219142, 2612827 1219375, 2612053 1219032, 2611432 1219140, 2611252 1219841, 2611078 1219846, 2611432.460000001 1221345.6911999993, 2611187 1221852, 2611440 1222275, 2612601 1222432))"
414,Krauchthal,1894,607,32.05,595,378,217,63.53,Krauchthal,245,2,"POLYGON ((2610678 1208745, 2611168 1208035, 2610885 1207828, 2610853 1207505, 2612210 1207365, 2611925 1206699, 2612230 1206618, 2612252 1206212, 2611818 1206045, 2611773 1205775, 2610990 1205265, 2610387 1204534, 2609813 1203960, 2609445 1203874, 2609035 1204118, 2609093 1204793, 2608555 1204958, 2608598 1204548, 2608183 1203392, 2607853 1203373, 2607538 1202960, 2606905 1202910, 2607140 1203423, 2607091 1204314, 2607577 1205256, 2606988 1205325, 2607455 1205503, 2607408 1205790, 2607467 1205869, 2607899 1206412, 2607909 1207469, 2607715 1207983, 2607900 1208193, 2607628 1208470, 2607918 1209010, 2608381 1209121, 2608484 1209401, 2608948 1209186, 2608993 1209402, 2609250 1209268, 2609630 1209535, 2609635 1209770, 2609983 1210010, 2610015 1209315, 2610466 1209153, 2610689 1209288, 2610498 1208954, 2610678 1208745))"
415,Lyssach,1117,396,35.45,385,273,112,70.91,Lyssach,245,2,"POLYGON ((2611545 1211728, 2611040 1211665, 2610930 1212058, 2610513 1212288, 2610243 1211705, 2609910 1211804, 2610050 1211595, 2609347 1211494, 2608696 1211844, 2609759 1213349, 2609859 1213526, 2610493 1214320, 2610634 1214216, 2611094 1214518, 2611895 1213588, 2612473 1213285, 2612247 1213179, 2611545 1211728))"
418,Oberburg,1976,563,28.49,562,351,211,62.46,Oberburg,245,2,"MULTIPOLYGON (((2611790 1204148, 2611645 1203723, 2611048 1203763, 2610891 1203964, 2610711 1203870, 2610425 1204133, 2610387 1204534, 2610990 1205265, 2611343 1204855, 2611328 1204540, 2611781 1204363, 2611790 1204148)), ((2614222.1136999987 1210020.039999999, 2615005 1208655, 2615258 1208528, 2614860 1208203, 2615018 1207555, 2614848 1207698, 2614515 1207615, 2613873 1207213, 2613670 1206628, 2613940 1206375, 2613890 1206100, 2613188 1205878, 2612865 1205195, 2612390 1205628, 2612252 1206212, 2612230 1206618, 2611925 1206699, 2612210 1207365, 2610853 1207505, 2610885 1207828, 2611168 1208035, 2610678 1208745, 2610990 1208724, 2611138 1209008, 2612016 1209370, 2612416 1209318, 2612416 1209996, 2613214 1210056, 2613498 1210387, 2614222.1136999987 1210020.039999999)), ((2611758 1210240, 2611458 1210173, 2610940 1210738, 2611715 1211470, 2612120 1211568, 2612395 1211535, 2612504 1211206, 2611758 1210240)))"
420,Rüdtligen-Alchenflüh,1542,380,24.64,377,256,121,67.9,Rüdtligen-Alchenflüh,245,2,"POLYGON ((2608760 1215122, 2609308 1215680, 2609418 1216146, 2611094 1214518, 2610634 1214216, 2610493 1214320, 2609859 1213526, 2609555 1213820, 2609470 1214400, 2608760 1215122))"
421,Rumendingen,60,32,53.33,32,16,16,50,Rumendingen,245,2,"POLYGON ((2615373 1216025, 2615168 1216405, 2615183 1216825, 2614520 1217155, 2614596 1217770, 2615130 1217809, 2615178 1217975, 2616494 1217620, 2616668 1217231, 2616428 1216470, 2615660 1216373, 2615373 1216025))"
422,Rüti bei Lyssach,...,...,...,...,...,...,...,Rüti bei Lyssach,245,2,"POLYGON ((2612120 1211568, 2611715 1211470, 2610940 1210738, 2610828 1211131, 2611016 1211199, 2610554 1211196, 2610421 1211024, 2610050 1211595, 2609910 1211804, 2610243 1211705, 2610513 1212288, 2610930 1212058, 2611040 1211665, 2611545 1211728, 2612168 1211695, 2612120 1211568))"
423,Willadingen,172,68,39.53,68,35,33,51.47,Willadingen,245,2,"POLYGON ((2612601 1222432, 2613350 1222640, 2613422 1222845, 2613689 1222615, 2613911 1222464, 2614095.1363000013 1222354.6075000018, 2614092 1221220, 2613607 1221325, 2613612 1220737, 2612950 1220690, 2613115 1221042, 2612925 1221277, 2612637 1221242, 2612845 1221420, 2612650 1221552, 2612785 1221615, 2612601 1222432))"
424,Wynigen,1693,592,34.97,590,365,225,61.86,Wynigen,245,2,"POLYGON ((2621626 1214574, 2621325 1215520, 2621133 1215633, 2620650 1215068, 2620678 1214048, 2620396 1213995, 2619943 1214614, 2619466 1213885, 2619456 1214579, 2618625 1214485, 2618555 1214925, 2618235 1215305, 2617205 1215705, 2616410 1215560, 2616170 1215053, 2615628 1214653, 2614941 1214984, 2614905 1215550, 2615373 1216025, 2615660 1216373, 2616428 1216470, 2616668 1217231, 2616494 1217620, 2616222 1217884, 2616300 1218270, 2617594 1219336, 2617604 1219517, 2618013 1219724, 2618607 1219707, 2618917 1220208, 2620012 1220536, 2620094 1220093, 2620560 1219802, 2620777 1219067, 2621325 1218233, 2621713 1217940, 2622120 1218075, 2622168 1218108, 2621729 1217098, 2622193 1217288, 2622990 1217225, 2622990 1216663, 2622780 1216241, 2622365 1216071, 2622646 1215660, 2622505 1215150, 2622045 1214470, 2621626 1214574))"
533,Bätterkinden,2521,904,35.86,894,643,251,71.92,Bätterkinden,245,2,"POLYGON ((2607355 1217315, 2607175 1217598, 2606942 1217527, 2607065 1218135, 2606845 1218141, 2606984 1218280, 2606735 1218400, 2606802 1218920, 2606497 1218914, 2606015 1218150, 2605367 1218419, 2604997 1219106, 2605585 1219715, 2605775 1220503, 2606405 1221325, 2606489 1221773, 2606886 1221988, 2606312 1223072, 2606202 1223224, 2606397 1223320, 2607259 1223718, 2607331 1223504, 2607602 1223585, 2608071 1223284, 2609093 1224131, 2608728 1223758, 2607925 1223045, 2608060 1222157, 2608065 1220005, 2607237 1218225, 2607466 1217662, 2607283 1217653, 2607355 1217315))"
552,Utzenstorf,3327,1128,33.9,1124,791,333,70.37,Utzenstorf,245,2,"POLYGON ((2611432 1219140, 2611442 1218583, 2611781 1218257, 2611548 1217940, 2611122 1218067, 2610953 1217915, 2611010 1218377, 2610855 1218456, 2610735 1217782, 2610458 1217622, 2610363 1217154, 2609854 1216937, 2610025 1216707, 2609306 1216375, 2609418 1216146, 2608314 1216765, 2607466 1217662, 2607237 1218225, 2608065 1220005, 2608060 1222157, 2608277 1222227, 2608609 1221654, 2608762 1221820, 2608732 1221197, 2609327 1221280, 2609365 1221065, 2609912 1221310, 2609862 1221532, 2610080 1221625, 2609890 1221895, 2610195 1222177, 2610495 1222455, 2610857 1221825, 2611187 1221852, 2611432.460000001 1221345.6911999993, 2611078 1219846, 2611252 1219841, 2611432 1219140))"
554,Wiler bei Utzenstorf,709,216,30.47,212,159,53,75,Wiler bei Utzenstorf,245,2,"POLYGON ((2608728 1223758, 2609090 1223445, 2609385 1223567, 2609470 1223420, 2609645 1223610, 2609801 1222710, 2610195 1222177, 2609890 1221895, 2610080 1221625, 2609862 1221532, 2609912 1221310, 2609365 1221065, 2609327 1221280, 2608732 1221197, 2608762 1221820, 2608609 1221654, 2608277 1222227, 2608060 1222157, 2607925 1223045, 2608728 1223758))"
556,Zielebach,257,71,27.63,69,47,22,68.12,Zielebach,245,2,"POLYGON ((2609093 1224131, 2609545 1224099, 2609593 1223710, 2609888 1223520, 2610332 1223730, 2610842 1223164, 2610815 1222760, 2611187 1221852, 2610857 1221825, 2610495 1222455, 2610195 1222177, 2609801 1222710, 2609645 1223610, 2609470 1223420, 2609385 1223567, 2609090 1223445, 2608728 1223758, 2609093 1224131))"
901,Eggiwil,2008,435,21.66,426,233,193,54.69,Eggiwil,245,2,"POLYGON ((2631595 1193378, 2631823 1192828, 2632010 1192770, 2631830 1192275, 2631916 1191230, 2632461 1191012, 2632472 1190665, 2632858 1190427, 2632700 1188995, 2632888 1188548, 2632420 1188403, 2632213 1187960, 2631498 1187350, 2630685 1186254, 2630643 1185737, 2630357 1185761, 2629385 1185145, 2628963 1184613, 2628798 1184408, 2628243 1184385, 2628143 1184700, 2627942 1184725, 2628115 1184958, 2628013 1185478, 2626588 1186783, 2626288 1187748, 2626015 1187945, 2626015 1188885, 2625540 1189424, 2625480 1190219, 2625810 1190449, 2625803 1190711, 2625348 1190513, 2624758 1190735, 2624548 1190615, 2624515 1191163, 2623573 1191454, 2623425 1191345, 2623488 1191680, 2623170 1192118, 2623309 1192500, 2624468 1192660, 2624845 1193203, 2624678 1193450, 2624908 1193498, 2624928 1194429, 2624285 1195699, 2625120 1196385, 2625470 1196694, 2625792 1196015, 2626070 1195987, 2626445 1196325, 2626630 1196145, 2626772 1196465, 2627162 1195879, 2627647 1195592, 2627622 1195305, 2627951 1195144, 2628027 1194877, 2628612 1194542, 2628640 1193473, 2629413 1192685, 2630738 1192570, 2631013 1193070, 2631595 1193378))"
902,Langnau im Emmental,7546,2397,31.77,2378,1800,578,75.69,Langnau im Emmental,245,2,"POLYGON ((2623738 1200017, 2624237 1199710, 2625777 1201032, 2626455 1202567, 2627176 1203538, 2627335 1204865, 2628366 1205573, 2629016 1205445, 2629302 1205764, 2629712 1205775, 2630792 1205457, 2631159 1205573, 2632834 1205263, 2632657 1204144, 2632493 1204052, 2632100 1204261, 2631377 1203787, 2631020 1203875, 2631085 1203600, 2630620 1202700, 2630412 1199935, 2630660 1199797, 2630745 1199392, 2631182 1199137, 2631407 1198587, 2631217 1198385, 2630943 1198310, 2630694 1197725, 2629680 1197487, 2629500 1196969, 2629000 1197008, 2628997 1196117, 2627951 1195144, 2627622 1195305, 2627647 1195592, 2627162 1195879, 2626772 1196465, 2626630 1196145, 2626445 1196325, 2626070 1195987, 2625792 1196015, 2625470 1196694, 2625120 1196385, 2624645 1197930, 2623915 1198077, 2624435 1198616, 2624775 1198592, 2624799 1198775, 2624487 1198904, 2623738 1200017))"
903,Lauperswil,2197,552,25.13,544,365,179,67.1,Lauperswil,245,2,"POLYGON ((2619735 1198762, 2619918 1198735, 2620275 1199695, 2620052 1200695, 2621035 1200592, 2622107 1202032, 2622158 1202673, 2622311 1202450, 2622932 1202732, 2623090 1202575, 2624205 1202605, 2625385 1203175, 2625680.8900000006 1203493.6224999987, 2625377 1203997, 2625809 1204509, 2625666 1204573, 2626060 1204892, 2626270 1204767, 2627335 1204865, 2627176 1203538, 2626455 1202567, 2625777 1201032, 2624237 1199710, 2623738 1200017, 2623265 1198655, 2622761 1197953, 2622671 1198277, 2622180 1198612, 2621450 1198570, 2621267 1198385, 2620767 1198510, 2619718 1197940, 2619710 1198605, 2619735 1198762))"
904,Röthenbach im Emmental,1022,241,23.58,240,128,112,53.33,Röthenbach im Emmental,245,2,"POLYGON ((2620944 1190493, 2621315 1190573, 2621090 1190720, 2620573 1192018, 2621955 1193153, 2622087 1192992, 2622277 1193206, 2623309 1192500, 2623170 1192118, 2623488 1191680, 2623425 1191345, 2623573 1191454, 2624515 1191163, 2624548 1190615, 2624758 1190735, 2625348 1190513, 2625803 1190711, 2625810 1190449, 2625480 1190219, 2625540 1189424, 2626015 1188885, 2626015 1187945, 2626288 1187748, 2626588 1186783, 2628013 1185478, 2628115 1184958, 2627942 1184725, 2628143 1184700, 2628243 1184385, 2628798 1184408, 2628963 1184613, 2629358 1184415, 2629523 1183855, 2629073 1183688, 2627275 1183740, 2625823 1183395, 2625381 1183951, 2624881 1184086, 2624539 1184499, 2624598 1185048, 2624253 1185227, 2624111 1186008, 2623408 1186060, 2623085 1186487, 2622618 1186135, 2622310 1186223, 2622710 1186568, 2622568 1186888, 2621595 1186775, 2621200 1187298, 2620688 1187313, 2620670 1188203, 2621255 1188188, 2621608 1188380, 2621295 1189213, 2621273 1189970, 2620944 1190493))"
905,Rüderswil,1984,507,25.55,504,324,180,64.29,Rüderswil,245,2,"POLYGON ((2618780 1203481, 2619076 1204103, 2618665 1204335, 2618816 1204589, 2619203 1204553, 2619543 1204808, 2619264 1205040, 2619317 1205220, 2621635 1205135, 2621982 1204377, 2622579 1204410, 2622843 1204003, 2623032 1204136, 2623030 1203857, 2623315 1204015, 2623476 1203787, 2623936 1203938, 2624087 1204107, 2623872 1204262, 2624027 1204492, 2624582 1204715, 2624757 1204982, 2625000 1204555, 2625166 1204700, 2625666 1204573, 2625809 1204509, 2625377 1203997, 2625680.8900000006 1203493.6224999987, 2625385 1203175, 2624205 1202605, 2623090 1202575, 2622932 1202732, 2622311 1202450, 2622158 1202673, 2622107 1202032, 2621035 1200592, 2620052 1200695, 2619940 1201359, 2620105 1201737, 2619930 1202100, 2619533 1201845, 2619033 1201920, 2618749 1202415, 2619166 1203220, 2618913 1203230, 2618780 1203481))"
906,Schangnau,763,191,25.03,188,111,77,59.04,Schangnau,245,2,"POLYGON ((2629523 1183855, 2629358 1184415, 2628963 1184613, 2629385 1185145, 2630357 1185761, 2630643 1185737, 2630685 1186254, 2631498 1187350, 2632213 1187960, 2632420 1188403, 2632888 1188548, 2632935 1188170, 2633450 1187419, 2636918 1185543, 2638785 1183910, 2639113 1183324, 2639272 1182713, 2638515 1182847, 2636623 1182360, 2636408 1182125, 2635638 1182100, 2635280 1181865, 2634360 1181798, 2633815 1181978, 2632703 1181703, 2631290 1182883, 2631410 1183050, 2631080 1183233, 2631104 1183404, 2630483 1183758, 2630468 1184135, 2630175 1183923, 2629523 1183855))"
907,Signau,2176,650,29.87,645,394,251,61.09,Signau,245,2,"POLYGON ((2622277 1193206, 2622395 1193485, 2622110 1194457, 2621527 1195200, 2621228.7238 1195004.932500001, 2620824.280000001 1195164.058699999, 2620960.1999999993 1195545.2963000014, 2620752 1195610, 2620825 1195742, 2620270 1195860, 2620495 1196092, 2620250 1196352, 2620355 1197160, 2619718 1197940, 2620767 1198510, 2621267 1198385, 2621450 1198570, 2622180 1198612, 2622671 1198277, 2622761 1197953, 2623265 1198655, 2623738 1200017, 2624487 1198904, 2624799 1198775, 2624775 1198592, 2624435 1198616, 2623915 1198077, 2624645 1197930, 2625120 1196385, 2624285 1195699, 2624928 1194429, 2624908 1193498, 2624678 1193450, 2624845 1193203, 2624468 1192660, 2623309 1192500, 2622277 1193206))"
908,Trub,1377,334,24.26,331,227,104,68.58,Trub,245,2,"POLYGON ((2639088 1203488, 2638448 1203021, 2638614 1202094, 2637570 1201300, 2637536 1200064, 2637334 1199790, 2636766 1199616, 2636714 1199074, 2636292 1198287, 2635737 1198067, 2634963 1198296, 2633099 1197222, 2632634 1196035, 2633616 1195614, 2633872 1195216, 2633621 1194570, 2633762 1194382, 2633280 1193942, 2633108 1193258, 2632010 1192770, 2631823 1192828, 2631595 1193378, 2631395 1193575, 2631593 1193920, 2631517 1194539, 2631632 1194720, 2631942 1194492, 2632277 1194965, 2632012 1195080, 2631680 1195697, 2631945 1196035.0001000017, 2632249.5549999997 1195958.8337000012, 2632268 1196915, 2632542 1197162, 2632372 1197466, 2631564 1197635, 2631445 1197862, 2631769 1198094, 2631217 1198385, 2631407 1198587, 2631182 1199137, 2630745 1199392, 2630660 1199797, 2630412 1199935, 2630620 1202700, 2631085 1203600, 2631020 1203875, 2631377 1203787, 2632100 1204261, 2632493 1204052, 2632657 1204144, 2632834 1205263, 2633273 1205942, 2633702 1205860, 2634136 1206089, 2634906 1205986, 2635239 1206200, 2636811 1206748, 2637390 1206081, 2638216 1206113, 2639017 1206240, 2639360 1205948, 2638770 1204865, 2639088 1203488))"
909,Trubschachen,1158,350,30.22,346,251,95,72.54,Trubschachen,245,2,"POLYGON ((2631595 1193378, 2631013 1193070, 2630738 1192570, 2629413 1192685, 2628640 1193473, 2628612 1194542, 2628027 1194877, 2627951 1195144, 2628997 1196117, 2629000 1197008, 2629500 1196969, 2629680 1197487, 2630694 1197725, 2630943 1198310, 2631217 1198385, 2631769 1198094, 2631445 1197862, 2631564 1197635, 2632372 1197466, 2632542 1197162, 2632268 1196915, 2632249.5549999997 1195958.8337000012, 2631945 1196035.0001000017, 2631680 1195697, 2632012 1195080, 2632277 1194965, 2631942 1194492, 2631632 1194720, 2631517 1194539, 2631593 1193920, 2631395 1193575, 2631595 1193378))"
951,Affoltern im Emmental,943,324,34.36,314,172,142,54.78,Affoltern im Emmental,245,2,"POLYGON ((2621626 1214574, 2622045 1214470, 2622505 1215150, 2622620 1215163, 2623290 1215168, 2623305 1214489, 2623652 1214662, 2623896 1214550, 2623642 1213733, 2624555 1213463, 2624693 1213025, 2624483 1213213, 2624308 1213068, 2625020 1212553, 2624187 1212047, 2623846 1211390, 2623789 1211616, 2623523 1211579, 2623418 1211182, 2622441 1211612, 2622102 1211455, 2621088 1211622, 2620963 1212315, 2621178 1212936, 2620465 1212933, 2620530 1213315, 2620058 1213575, 2619913 1213485, 2619466 1213885, 2619943 1214614, 2620396 1213995, 2620678 1214048, 2621412 1214177, 2621626 1214574))"
952,Dürrenroth,862,222,25.75,220,152,68,69.09,Dürrenroth,245,2,"POLYGON ((2627182 1212392, 2627063 1212293, 2626510 1212558, 2625930 1212360, 2625570 1212653, 2625020 1212553, 2624308 1213068, 2624483 1213213, 2624693 1213025, 2624555 1213463, 2623642 1213733, 2623896 1214550, 2623652 1214662, 2623305 1214489, 2623290 1215168, 2622620 1215163, 2622990 1215815, 2623388 1215540, 2623714 1215916, 2624436 1216011, 2624874 1215175, 2625376 1215424, 2625543 1215920, 2625995 1215980, 2625935 1216173, 2626435 1216393, 2627555 1216598, 2627615 1216190, 2628151 1216257, 2628276 1215982, 2627963 1215443, 2628105 1214888, 2627515 1214860, 2627473 1214410, 2627685 1213813, 2627563 1213438, 2628040 1213150, 2627182 1212392))"
